3.381562667,3.389112685
4.52787538,5.854178101
2.655681869,4.411994717
2.765234674,3.71541365
2.846560106,4.17550645
3.890671956,6.488380872
3.475805241,3.632848762
5.911298445,6.680768527
3.928893968,5.098446608
4.561835366,5.62329929
4.574071706,5.397650689
4.371733557,5.461165489
4.191693876,4.95469359
5.244085177,4.661487668
2.835840203,3.768017163
5.635269693,6.312114383
4.68632968,5.665241103
2.850513375,4.626456273
5.1101573,7.363196624
5.182563768,4.646509088
5.707328091,6.68103995
3.579684583,4.802780735
5.639377731,6.120435945
4.263468512,4.689428965
2.536516931,3.884490776
3.223829018,4.942555854
4.929488011,5.955019711
5.79295774,5.108393055
2.816848238,4.81895769
3.888824139,5.100365637
3.343234192,5.893013455
5.879734139,5.521416639
3.103919123,3.857102422
5.33150572,4.680742347
3.375426869,4.565378516
4.776678882,6.25435039
2.675746302,3.730969875
5.500276652,5.679481134
1.797097141,3.247538853
4.322514703,5.111104722
4.421004448,6.025639777
3.179298863,4.436860316
3.033541247,3.978792782
4.609348201,5.879792003
2.963788593,3.300248349
3.971762482,5.407737354
1.180233206,2.878694094
1.91895045,5.071078475
3.955246871,4.505327097
5.117954994,6.085073864
